,req_index,order_time,desired_time,admit_outcome,predict_with_uncmtd,toa_current_inv,toa_future_exp_return,toa_uncmtd_cnt,toa_occupied_by_pred_same_period,toa_inv_ref,commit_outcome,realized_cycle_duration,commit_time,finish_time,commit_item,fail_time
0,0,2,14,1,1,5,0,0,0,5,2.0,122.0,13.0,13.0,1.0,
1,1,2,12,1,1,5,0,0,0,5,2.0,33.0,11.0,11.0,0.0,
2,2,3,15,1,1,5,0,2,0,3,2.0,31.0,14.0,14.0,2.0,
3,3,3,18,1,1,5,0,3,0,2,2.0,13.0,17.0,17.0,3.0,
4,4,4,19,1,1,5,0,4,0,1,2.0,38.0,18.0,18.0,4.0,
5,5,5,28,-1,1,5,0,5,0,0,,,,,,
6,6,5,19,1,1,5,0,4,0,1,-2.0,15.0,,,,19.0
7,7,5,19,-1,1,5,0,4,1,0,,,,,,
8,8,7,22,-1,1,5,0,6,0,-1,,,,,,
9,9,8,24,-1,1,5,0,6,0,-1,,,,,,
10,10,11,26,-1,1,5,0,6,0,-1,,,,,,
11,11,11,26,-1,1,5,0,6,0,-1,,,,,,
12,12,12,27,-1,1,4,0,5,0,-1,,,,,,
13,13,14,27,-1,1,3,0,4,0,-1,,,,,,
14,14,14,30,-1,1,3,0,4,0,-1,,,,,,
15,15,15,30,-1,1,2,0,3,0,-1,,,,,,
16,16,16,28,-1,1,2,0,3,0,-1,,,,,,
17,17,17,29,-1,1,2,0,3,0,-1,,,,,,
18,18,18,27,-1,1,1,0,2,0,-1,,,,,,
19,19,18,31,-1,1,1,0,2,0,-1,,,,,,
20,20,19,26,-1,1,0,0,1,0,-1,,,,,,
21,21,20,31,-1,1,0,0,0,0,0,,,,,,
22,22,21,30,-1,1,0,0,0,0,0,,,,,,
23,23,23,35,-1,1,0,0,0,0,0,,,,,,
24,24,24,37,-1,1,0,0,0,0,0,,,,,,
25,25,26,41,-1,1,0,0,0,0,0,,,,,,
26,26,28,44,-1,1,0,0,0,0,0,,,,,,
27,27,28,43,-1,1,0,0,0,0,0,,,,,,
28,28,28,39,-1,1,0,0,0,0,0,,,,,,
29,29,29,47,-1,1,0,0,0,0,0,,,,,,
30,30,33,49,1,1,1,0,0,0,1,2.0,21.0,48.0,48.0,0.0,
31,31,35,49,1,1,1,0,0,0,1,2.0,51.0,48.0,48.0,2.0,
32,32,35,50,-1,1,1,1,2,0,0,,,,,,
33,33,35,49,-1,1,1,0,0,1,0,,,,,,
34,34,39,50,-1,1,1,1,2,0,0,,,,,,
35,35,40,55,1,1,1,3,2,0,2,-2.0,60.0,,,,55.0
36,36,46,68,1,1,3,2,3,0,2,-2.0,55.0,,,,68.0
37,37,47,63,1,1,3,2,3,0,2,-2.0,44.0,,,,63.0
38,38,47,58,1,1,3,2,3,0,2,-2.0,35.0,,,,58.0
39,39,47,57,1,1,3,2,3,0,2,2.0,32.0,57.0,57.0,3.0,
40,40,49,68,-1,1,1,2,4,0,-1,,,,,,
41,41,49,67,-1,1,1,2,4,0,-1,,,,,,
42,42,49,65,-1,1,1,2,4,0,-1,,,,,,
43,43,49,65,-1,1,1,2,4,0,-1,,,,,,
44,44,55,66,-1,1,1,2,4,0,-1,,,,,,
45,45,56,73,-1,1,1,2,4,0,-1,,,,,,
46,46,56,67,-1,1,1,2,3,0,0,,,,,,
47,47,57,68,-1,1,2,1,3,0,0,,,,,,
48,48,57,70,-1,1,2,1,4,0,-1,,,,,,
49,49,58,62,1,1,1,1,1,0,1,-2.0,52.0,,,,62.0
50,50,58,75,-1,1,1,1,4,0,-2,,,,,,
51,51,59,70,-1,1,1,1,3,0,-1,,,,,,
52,52,62,78,-1,1,1,1,3,0,-1,,,,,,
53,53,65,80,1,1,1,1,1,0,1,-2.0,23.0,,,,80.0
54,54,67,83,-1,1,1,1,2,0,0,,,,,,
55,55,68,83,-1,1,1,1,2,0,0,,,,,,
56,56,68,88,1,1,1,3,2,0,2,-2.0,22.0,,,,88.0
57,57,69,82,1,1,1,1,1,0,1,-2.0,24.0,,,,82.0
58,58,69,83,-1,1,1,1,2,0,0,,,,,,
59,59,69,82,-1,1,1,1,1,1,0,,,,,,
60,60,70,86,1,1,2,1,2,0,1,-2.0,42.0,,,,86.0
61,61,70,82,1,1,2,1,1,0,2,-2.0,35.0,,,,82.0
62,62,70,87,-1,1,2,2,4,0,0,,,,,,
63,63,70,80,1,1,2,1,0,0,3,-2.0,28.0,,,,80.0
64,64,70,82,-1,1,2,1,2,1,0,,,,,,
65,65,73,86,-1,1,2,1,4,0,-1,,,,,,
66,66,74,84,-1,1,2,1,4,0,-1,,,,,,
67,67,77,88,-1,1,2,2,5,0,-1,,,,,,
68,68,78,95,-1,1,2,3,6,0,-1,,,,,,
69,69,78,91,-1,1,2,2,6,0,-2,,,,,,
70,70,81,92,-1,1,2,2,4,0,0,,,,,,
71,71,83,100,1,1,2,3,2,0,3,2.0,28.0,100.0,100.0,2.0,
72,72,84,99,1,1,2,3,2,0,3,-2.0,15.0,,,,99.0
73,73,85,100,1,1,2,3,3,0,2,-2.0,29.0,,,,100.0
74,74,85,103,-1,1,2,3,5,0,0,,,,,,
75,75,86,102,-1,1,2,3,5,0,0,,,,,,
76,76,87,99,1,1,2,3,1,0,4,-2.0,74.0,,,,99.0
77,77,87,94,1,1,2,2,1,0,3,2.0,53.0,93.0,93.0,0.0,
78,78,88,102,-1,1,2,3,6,0,-1,,,,,,
79,79,88,104,-1,1,2,3,6,0,-1,,,,,,
80,80,88,105,-1,1,2,3,6,0,-1,,,,,,
81,81,90,101,-1,1,3,2,5,0,0,,,,,,
82,82,90,105,-1,1,3,2,5,0,0,,,,,,
83,83,92,111,-1,1,3,2,5,0,0,,,,,,
84,84,94,106,-1,1,2,2,4,0,0,,,,,,
85,85,95,107,-1,1,2,2,4,0,0,,,,,,
86,86,95,108,-1,1,2,2,4,0,0,,,,,,
87,87,95,110,-1,1,2,2,4,0,0,,,,,,
88,88,96,118,-1,1,2,2,4,0,0,,,,,,
89,89,101,116,1,1,2,1,0,0,3,-2.0,26.0,,,,116.0
90,90,101,119,1,1,2,1,1,0,2,-2.0,31.0,,,,119.0
91,91,103,118,1,1,2,1,1,0,2,-2.0,29.0,,,,118.0
92,92,104,118,1,1,2,1,1,0,2,-2.0,29.0,,,,118.0
93,93,104,116,1,1,2,1,0,0,3,-2.0,75.0,,,,116.0
94,94,105,118,1,1,2,1,2,0,1,-2.0,46.0,,,,118.0
95,95,106,122,-1,1,2,1,6,0,-3,,,,,,
96,96,106,117,1,1,2,1,2,0,1,-2.0,52.0,,,,117.0
97,97,110,120,-1,1,2,1,7,0,-4,,,,,,
98,98,110,121,-1,1,2,1,7,0,-4,,,,,,
99,99,111,126,-1,1,2,1,7,0,-4,,,,,,
100,100,111,124,-1,1,2,1,7,0,-4,,,,,,
101,101,111,122,-1,1,2,1,7,0,-4,,,,,,
102,102,114,127,-1,1,2,1,7,0,-4,,,,,,
103,103,116,126,-1,1,2,1,7,0,-4,,,,,,
104,104,117,130,-1,1,2,1,5,0,-2,,,,,,
105,105,117,134,-1,1,2,2,5,0,-1,,,,,,
106,106,118,131,-1,1,2,1,4,0,-1,,,,,,
107,107,119,132,1,1,2,2,1,0,3,-2.0,59.0,,,,132.0
108,108,119,127,1,1,2,1,1,0,2,-2.0,31.0,,,,127.0
109,109,119,131,1,1,2,1,2,0,1,-2.0,19.0,,,,131.0
110,110,120,129,1,1,2,1,1,0,2,2.0,60.0,128.0,128.0,2.0,
111,111,120,129,1,1,2,1,1,1,1,-2.0,42.0,,,,129.0
112,112,121,139,-1,1,2,3,5,0,0,,,,,,
113,113,124,140,-1,1,2,3,5,0,0,,,,,,
114,114,125,142,-1,1,2,3,5,0,0,,,,,,
115,115,125,135,-1,1,2,2,5,0,-1,,,,,,
116,116,125,138,-1,1,2,3,5,0,0,,,,,,
117,117,125,143,-1,1,2,3,5,0,0,,,,,,
118,118,125,138,-1,1,2,3,5,0,0,,,,,,
119,119,126,145,-1,1,2,3,5,0,0,,,,,,
120,120,126,146,-1,1,2,3,5,0,0,,,,,,
121,121,126,132,-1,1,2,2,4,0,0,,,,,,
122,122,127,140,-1,1,2,3,5,0,0,,,,,,
123,123,127,142,-1,1,2,3,5,0,0,,,,,,
124,124,128,141,1,1,3,2,4,0,1,2.0,29.0,140.0,140.0,1.0,
125,125,130,143,1,1,2,2,3,0,1,-2.0,58.0,,,,143.0
126,126,132,145,1,1,2,2,3,0,1,-2.0,26.0,,,,145.0
127,127,133,145,1,1,2,2,2,0,2,-2.0,53.0,,,,145.0
128,128,134,142,1,1,2,2,1,0,3,-2.0,22.0,,,,142.0
129,129,134,150,-1,1,2,2,5,0,-1,,,,,,
130,130,137,161,-1,1,3,1,5,0,-1,,,,,,
131,131,138,146,-1,1,3,1,5,0,-1,,,,,,
132,132,138,155,-1,1,3,1,5,0,-1,,,,,,
133,133,139,153,-1,1,3,1,5,0,-1,,,,,,
134,134,142,150,-1,1,2,1,4,0,-1,,,,,,
135,135,144,153,1,1,2,1,2,0,1,-2.0,26.0,,,,153.0
136,136,146,160,1,1,2,1,1,0,2,-2.0,48.0,,,,160.0
137,137,146,156,1,1,2,1,1,0,2,-2.0,82.0,,,,156.0
138,138,148,160,1,1,3,0,2,0,1,-2.0,28.0,,,,160.0
139,139,150,162,-1,1,3,0,4,0,-1,,,,,,
140,140,150,170,-1,1,3,1,4,0,0,,,,,,
141,141,150,164,-1,1,3,0,4,0,-1,,,,,,
142,142,151,163,-1,1,3,0,4,0,-1,,,,,,
143,143,151,170,-1,1,3,1,4,0,0,,,,,,
144,144,154,174,1,1,3,1,3,0,1,-2.0,84.0,,,,174.0
145,145,154,170,1,1,3,1,3,0,1,2.0,53.0,170.0,170.0,0.0,
146,146,154,164,-1,1,3,0,3,0,0,,,,,,
147,147,155,173,-1,1,3,1,4,0,0,,,,,,
148,148,156,169,1,1,3,1,3,0,1,-2.0,76.0,,,,169.0
149,149,156,173,-1,1,3,1,5,0,-1,,,,,,
150,150,156,172,-1,1,3,1,5,0,-1,,,,,,
151,151,158,173,-1,1,3,1,4,0,0,,,,,,
152,152,159,175,-1,1,3,1,5,0,-1,,,,,,
153,153,160,177,-1,1,3,1,5,0,-1,,,,,,
154,154,160,174,-1,1,3,1,4,0,0,,,,,,
155,155,161,175,1,1,3,1,3,0,1,-2.0,28.0,,,,175.0
156,156,165,175,1,1,3,1,3,0,1,-2.0,28.0,,,,175.0
157,157,165,178,-1,1,3,1,5,0,-1,,,,,,
158,159,167,178,-1,1,3,1,5,0,-1,,,,,,
159,162,169,180,-1,1,3,2,5,0,0,,,,,,
